Badgasse (Alsergrund),1090,Wien,Oesterreich
Badhausgasse,1070,Wien,Oesterreich
Baeckergasse,5580,Tamsweg,Oesterreich
Baeckerstrasse,5020,Salzburg,Oesterreich
Baeckerweg,5061,Elsbethen,Oesterreich
Baerengasse,1050,Wien,Oesterreich
Baeuerlegasse,1200,Wien,Oesterreich
Bahnhof Geiselbergstrasse,1110,Wien,Oesterreich
Bahnhof Huetteldorf,1140,Wien,Oesterreich
Bahnhof Krottenbachstrasse,1190,Wien,Oesterreich
Bahnhof Rennweg,1030,Wien,Oesterreich
Bahnhof Weidlingau,1140,Wien,Oesterreich
Bahnhofstrasse,5632,Dorfgastein,Oesterreich
Bahnhofstrasse,5722,Niedernsill,Oesterreich
Bahnhofstrasse,5723,Uttendorf,Oesterreich
Bahnlaende,1100,Wien,Oesterreich
Bahnstrasse,5342,Abersee-St.Gilgen,Oesterreich
Balsaminengasse,1140,Wien,Oesterreich
Bambachweg,5162,Obertrum/See,Oesterreich
Bankgasse,1010,Wien,Oesterreich
Barbara-Prammer-Allee,1220,Wien,Oesterreich
Basler Gasse,1230,Wien,Oesterreich
Bauhofstrasse,5550,Radstadt,Oesterreich
Baumgartner-Casino-Park,1140,Wien,Oesterreich
Bayerhamerstrasse,5020,Salzburg,Oesterreich
Bayernstrasse,5411,Oberalm,Oesterreich
Bayernweg,5400,Hallein,Oesterreich
Beatrix-Kempf-Gasse,1220,Wien,Oesterreich
Bechardgasse,1030,Wien,Oesterreich
Beethovengang,1190,Wien,Oesterreich
Beethovenstrasse,1230,Wien,Oesterreich
Begoeriach,5570,Mauterndorf,Oesterreich
Bela-Laszky-Gasse,1220,Wien,Oesterreich
Benevolistrasse,5020,Salzburg,Oesterreich
Bensasteig,1140,Wien,Oesterreich
Berg,5652,Dienten/Hochkoenig,Oesterreich
Bergersreitstrasse,5423,St.Koloman,Oesterreich
Bergfriedweg,5754,Hinterglemm,Oesterreich
Bergheidengasse,1130,Wien,Oesterreich
Berglandstrasse,5710,Kaprun,Oesterreich
Bergnerweg,5671,Bruck/Grossglocknerstrasse,Oesterreich
Bergsiedlung,5302,Henndorf/Wallersee,Oesterreich
Bergweg,1170,Wien,Oesterreich
Berliner Hof,1160,Wien,Oesterreich
Bernd-Bauer-Strasse,5350,Strobl,Oesterreich
Bernerweg,5532,Filzmoos,Oesterreich
Bernkogelstrasse,5632,Dorfgastein,Oesterreich
Bertlgasse,1210,Wien,Oesterreich
Bethlengasse,1120,Wien,Oesterreich
Betty-Fischer-Weg,1170,Wien,Oesterreich
Biblgasse,1230,Wien,Oesterreich
Bichlbergweg,5522,St.Martin/Tennengebirge,Oesterreich
Bichlweg,5611,Grossarl,Oesterreich
Bichlweg,5752,Viehhofen,Oesterreich
Bienenstrasse,5071,Wals-Siezenheim,Oesterreich
Biererlgasse,1100,Wien,Oesterreich
Bifangweg,5541,Altenmarkt/Pongau,Oesterreich
Billgasse,1220,Wien,Oesterreich
Bindergasse,1090,Wien,Oesterreich
Bindingweg,1140,Wien,Oesterreich
Biodorf-Weg,5164,Seeham,Oesterreich
Birkenhof,1100,Wien,Oesterreich
Birkenstrasse,5662,Bruck/Grossglocknerstrasse,Oesterreich
Birnersteig,1210,Wien,Oesterreich
Bischelsroid,5162,Obertrum/See,Oesterreich
Bischoffgasse,1120,Wien,Oesterreich
Bitterlichstrasse,1100,Wien,Oesterreich
Blasenbichlweg,5424,Bad Vigaun,Oesterreich
Bleibtreustrasse,1110,Wien,Oesterreich
Blumensteinstrasse,5020,Salzburg,Oesterreich
Blutgasse,1010,Wien,Oesterreich
Bodenlehenstrasse,5500,Bischofshofen,Oesterreich
Boeheimgasse,1230,Wien,Oesterreich
Bogenmuehlstrasse,5411,Oberalm,Oesterreich
Bognerstrasse,5020,Salzburg,Oesterreich
Borkowskigasse,1190,Wien,Oesterreich
Bowitschgasse,1130,Wien,Oesterreich
Braeugasse,5582,St.Michael/Lungau,Oesterreich
Brahmsplatz,1040,Wien,Oesterreich
Bramsaustrasse,5324,Faistenau,Oesterreich
Brandgasse,1020,Wien,Oesterreich
Brandstaett,5162,Obertrum/See,Oesterreich
Brandstattstrasse,5303,Thalgau,Oesterreich
Brauergasse,1060,Wien,Oesterreich
Braumuellergasse,1170,Wien,Oesterreich
Braunsberg,5112,Lamprechtshausen,Oesterreich
Brausewettergasse,1220,Wien,Oesterreich
Breiteneckergasse,1230,Wien,Oesterreich
Breitenfelderstrasse,5020,Salzburg,Oesterreich
Breitenweg,1210,Wien,Oesterreich
Breitweg,5101,Bergheim,Oesterreich
Breuninggasse,1230,Wien,Oesterreich
Brigitte-Neumeister-Platz,1100,Wien,Oesterreich
Brosamergasse,1220,Wien,Oesterreich
Bruckberg,5700,Zell/See,Oesterreich
Bruckhaeuserplatz,5400,Hallein,Oesterreich
Brucknerstrasse,5620,Schwarzach/Pongau,Oesterreich
Brueckenweg,5724,Stuhlfelden,Oesterreich
Bruendlweg,5020,Salzburg,Oesterreich
Bruenner Strasse,1210,Wien,Oesterreich
Brunaustrasse,5423,St.Koloman,Oesterreich
Brunn,5342,Abersee-St.Gilgen,Oesterreich
Brunn,5201,Seekirchen/Wallersee,Oesterreich
Brunnbachweg,5303,Thalgau,Oesterreich
Brunnebenweg,5581,St.Margarethen/Lungau,Oesterreich
Brunner-Lehenstein-Gasse,1210,Wien,Oesterreich
Brunnfeldstrasse,5330,Fuschl/See,Oesterreich
Brunnhausgasse,5020,Salzburg,Oesterreich
Brunnwiesweg,5101,Bergheim,Oesterreich
Bruno-Kreisky-Hof,1170,Wien,Oesterreich
Bruno-Marek-Allee,1020,Wien,Oesterreich
Buchberg,5340,St.Gilgen,Oesterreich
Buchenweg,5400,Hallein,Oesterreich
Buchenweg,5541,Altenmarkt/Pongau,Oesterreich
Buchleitengasse,1180,Wien,Oesterreich
Buckalgasse,1230,Wien,Oesterreich
Budinskygasse,1190,Wien,Oesterreich
Buergergasse,1100,Wien,Oesterreich
Buergermeisterweg (Meidling),1120,Wien,Oesterreich
Buerglalmweg,5652,Dienten/Hochkoenig,Oesterreich
Bugstrasse,1140,Wien,Oesterreich
Bundesbad Alte Donau,1220,Wien,Oesterreich
Bundesstrasse (Wals),5071,Wals-Siezenheim,Oesterreich
Burggasse,1070,Wien,Oesterreich
Burglehengassl,5602,Wagrain,Oesterreich
Burgwiesweg,5730,Mittersill,Oesterreich
Caeciliagasse,5202,Neumarkt/Wallersee,Oesterreich
Camesinaweg,1120,Wien,Oesterreich
Canevalestrasse,1230,Wien,Oesterreich
Canovagasse,1010,Wien,Oesterreich
Carl-von-Linde-Strasse,1030,Wien,Oesterreich
Carola-Blome-Strasse,5020,Salzburg,Oesterreich
Castelligasse,1050,Wien,Oesterreich
Ceralegasse,1100,Wien,Oesterreich
Christian-Laserer-Strasse,5023,Salzburg,Oesterreich
Christine-Busta-Hof,1160,Wien,Oesterreich
Chwallagasse,1060,Wien,Oesterreich
Clemens-Hofbauer-Platz,1170,Wien,Oesterreich
Confraternitaet,1080,Wien,Oesterreich
Cooperweg,1210,Wien,Oesterreich
Cottagegasse,1190,Wien,Oesterreich
Cranachstrasse,1130,Wien,Oesterreich
Czartoryskigasse,1170,Wien,Oesterreich
Czerningasse,1020,Wien,Oesterreich
Dacheben,5652,Dienten/Hochkoenig,Oesterreich
Dahliengasse,1210,Wien,Oesterreich
Dampfgasse,1100,Wien,Oesterreich
Danilovatzgasse,1120,Wien,Oesterreich
Dassanowskyweg,1220,Wien,Oesterreich
Dechant-Franz-Fuchs-Strasse,5580,Tamsweg,Oesterreich
Dechantshofen,5751,Maishofen,Oesterreich
Degengasse,1160,Wien,Oesterreich
Delsenbachgasse,1110,Wien,Oesterreich
Dennweg,1190,Wien,Oesterreich
Dettergasse,1160,Wien,Oesterreich
Deutschstrasse,1230,Wien,Oesterreich
Dichtled,5112,Lamprechtshausen,Oesterreich
Diesterweggasse,1140,Wien,Oesterreich
Diffuerthweg,5424,Bad Vigaun,Oesterreich
Distelweg,1220,Wien,Oesterreich
Dobiaschofskyweg,1120,Wien,Oesterreich
Doeblinger Guertel,1190,Wien,Oesterreich
Doermanngasse,1220,Wien,Oesterreich
Dollinergasse,1190,Wien,Oesterreich
Dominicusweg,5020,Salzburg,Oesterreich
Donau-City-Strasse,1220,Wien,Oesterreich
Don-Bosco-Gasse,1230,Wien,Oesterreich
Donhofergasse,1210,Wien,Oesterreich
Doppelweg,5550,Radstadt,Oesterreich
Dorf,5205,Schleedorf,Oesterreich
Dorfbachstrasse,5723,Uttendorf,Oesterreich
Dorferbergweg,5632,Dorfgastein,Oesterreich
Dorfheimerstrasse,5760,Saalfelden/Steinernen Meer,Oesterreich
Dorfstrasse,5101,Bergheim,Oesterreich
Dorfstrasse,5324,Faistenau,Oesterreich
Dorfstrasse,5300,Hallwang,Oesterreich
Dorfstrasse,5721,Piesendorf,Oesterreich
Dostalgasse,1130,Wien,Oesterreich
Dr. Eduard Fugger Strasse,5083,Groedig,Oesterreich
Dr.-Andreas-Zailer-Gasse,1230,Wien,Oesterreich
Dr.-Eberle-Gasse,1100,Wien,Oesterreich
Dr.-Franz-Rehrl-Strasse,5700,Zell/See,Oesterreich
Dr.-Heinrich-Maier-Strasse,1180,Wien,Oesterreich
Dr.-Jakob-Neumann-Steig,1230,Wien,Oesterreich
Dr.-Josef-Resch-Platz,1170,Wien,Oesterreich
Dr.-Matthias-Laireiter-Strasse,5071,Salzburg,Oesterreich
Dr.-Richard-Krolig-Hof,1050,Wien,Oesterreich
Dr.-Skala-Strasse,1210,Wien,Oesterreich
Dr.-Zimmermann-Strasse,5630,Bad Hofgastein,Oesterreich
Dragonerhaeufel,1210,Wien,Oesterreich
Dreimuehlen,5114,Goeming,Oesterreich
Dreyhausenstrasse,1140,Wien,Oesterreich
Drosselstrasse,5302,Henndorf/Wallersee,Oesterreich
Duerergasse,1060,Wien,Oesterreich
Duernbichlstrasse,5301,Eugendorf,Oesterreich
Duerschengutweg,5422,Hallein,Oesterreich
Dunantgasse,1210,Wien,Oesterreich
Durchlassstrasse,5440,Golling/Salzach,Oesterreich
Ebengasse,5611,Grossarl,Oesterreich
Ebenweg,5652,Dienten/Hochkoenig,Oesterreich
Eberlfeld,5602,Wagrain,Oesterreich
Eck,5204,Strasswalchen,Oesterreich
Eckhelgasse,1100,Wien,Oesterreich
Eckholzstrasse,5301,Eugendorf,Oesterreich
Ed,5164,Seeham,Oesterreich
Edelweissstrasse,5071,Wals-Siezenheim,Oesterreich
Ederstrasse,5400,Hallein,Oesterreich
Edmund-Weiss-Gasse,1180,Wien,Oesterreich
Edtstrasse,5522,St.Martin/Tennengebirge,Oesterreich
Eduard-Gaertner-Gasse,1220,Wien,Oesterreich
Eduard-Reyer-Gasse,1190,Wien,Oesterreich
Effenbergplatz,1220,Wien,Oesterreich
Eggbauernweg,5640,Bad Gastein,Oesterreich
Eggerweg,5061,Elsbethen,Oesterreich
Egon-Friedell-Gasse,1210,Wien,Oesterreich
Egon-Schiele-Weg,5020,Salzburg,Oesterreich
Ehrenbergerweg,5760,Saalfelden/Steinernen Meer,Oesterreich
Ehrgottstrasse,5020,Salzburg,Oesterreich
Eibenweg (Abersee-Strobl),5350,Abersee-Strobl,Oesterreich
Eiblweg,5424,Bad Vigaun,Oesterreich
Eichenweg,5102,Anthering,Oesterreich
Eichetstrasse,5082,Groedig,Oesterreich
Eidechsengasse,1220,Wien,Oesterreich
Eigenheimweg,1170,Wien,Oesterreich
Einfahrtstrasse,1140,Wien,Oesterreich
Einleitenweg,5300,Hallwang,Oesterreich
Einoedweg,5710,Kaprun,Oesterreich
Einsiedlerplatz,1050,Wien,Oesterreich
Einsteinhof,1060,Wien,Oesterreich
Eisenhutgasse,1220,Wien,Oesterreich
Eisenstrasse,5350,Strobl,Oesterreich
Elidagasse,1220,Wien,Oesterreich
Elisabeth-Bergner-Weg,1230,Wien,Oesterreich
Elisabethstrasse,1010,Wien,Oesterreich
Ellmaustrasse,5323,Ebenau,Oesterreich
Ellmauthal,5452,Pfarrwerfen,Oesterreich
Elsa-Bienenfeld-Weg,1020,Wien,Oesterreich
Elsenheimstrasse,5020,Salzburg,Oesterreich
Emil-Behring-Weg,1230,Wien,Oesterreich
Emil-Hertzka-Platz,1100,Wien,Oesterreich
Engelbert-Weiss-Weg,5020,Salzburg,Oesterreich
Engelshofengasse,1230,Wien,Oesterreich
Enkerbichl,5621,Goldegg,Oesterreich
Ennspark,5542,Flachau,Oesterreich
Enterwinkl,5761,Maria Alm/Steinernen Meer,Oesterreich
Erbacherweg,1140,Wien,Oesterreich
Erich-Fried-Strasse,5020,Salzburg,Oesterreich
Erika-Krenn-Promenade,1100,Wien,Oesterreich
Erlachplatz,1100,Wien,Oesterreich
Erlbergweg,5700,Zell/See,Oesterreich
Erlenweg,5302,Henndorf/Wallersee,Oesterreich
Erlenweg,5662,Bruck/Grossglocknerstrasse,Oesterreich
Erlenweg,5700,Zell/See,Oesterreich
Ernest-Thun-Gasse,5550,Radstadt,Oesterreich
Ernst-Jandl-Weg,1220,Wien,Oesterreich
Ernst-Kein-Gasse,1210,Wien,Oesterreich
Ernst-Papanek-Hof,1150,Wien,Oesterreich
Ernst-Vasovec-Gasse,1210,Wien,Oesterreich
Erwin-Kerber-Strasse,5026,Salzburg,Oesterreich
Erzbischofgasse,1130,Wien,Oesterreich
Erzstrasse,5500,Bischofshofen,Oesterreich
Eschengasse,5582,St.Michael/Lungau,Oesterreich
Esparsette-Weg,1120,Wien,Oesterreich
Esslinggasse,1010,Wien,Oesterreich
Esterhazystrasse,5400,Hallein,Oesterreich
Etrichstrasse,5020,Salzburg,Oesterreich
Ettenreichgasse,1100,Wien,Oesterreich
Eulersberg,5453,Werfenweng,Oesterreich
Europaplatz,1150,Wien,Oesterreich
Evangelischer Friedhof Matzleinsdorf (Favoriten),1100,Wien,Oesterreich
Exelbergstrasse,1170,Wien,Oesterreich
Eyzinggasse,1110,Wien,Oesterreich
Fadingerstrasse,5020,Salzburg,Oesterreich
Fahrbachgasse,1210,Wien,Oesterreich
Fallgasse,1060,Wien,Oesterreich
Farmachstrasse,5760,Saalfelden/Steinernen Meer,Oesterreich
Fasangartengasse,1130,Wien,Oesterreich
Faslweg,5532,Filzmoos,Oesterreich
Favoritagasse,5020,Salzburg,Oesterreich
Fehrenbachweg,5550,Radstadt,Oesterreich
Feichtenauweg,5440,Golling/Salzach,Oesterreich
Feilergasse,1190,Wien,Oesterreich
Felberring,5730,Mittersill,Oesterreich
Felberstrasse,5730,Mittersill,Oesterreich
Felderstrasse,1010,Wien,Oesterreich
Feldingweg,5630,Bad Hofgastein,Oesterreich
Feldmausgasse,1210,Wien,Oesterreich
Feldstrasse,5204,Strasswalchen,Oesterreich
Feldweg,5201,Seekirchen/Wallersee,Oesterreich
Feldweg,5700,Zell/See,Oesterreich
Fell,5582,St.Michael/Lungau,Oesterreich
Felleishof,1030,Wien,Oesterreich
Felsweg,5550,Radstadt,Oesterreich
Ferdinand-Hanusch-Platz,5020,Salzburg,Oesterreich
Ferdinand-Spannring-Str.,5023,Salzburg,Oesterreich
Ferstelgasse,1090,Wien,Oesterreich
Feuerwehrstrasse,5110,Oberndorf b.Sbg.,Oesterreich
Feuerwehrweg,5400,Hallein,Oesterreich
Fichtenweg,5400,Hallein,Oesterreich
Fichtenweg,5162,Obertrum/See,Oesterreich
Fichtenweg,5671,Bruck/Grossglocknerstrasse,Oesterreich
Filmteichstrasse,1100,Wien,Oesterreich
Filzmooserstrasse,5531,Eben/Pongau,Oesterreich
Fingerhutweg,1220,Wien,Oesterreich
Finkleiten,5203,Koestendorf,Oesterreich
Fischachstrasse,5201,Seekirchen/Wallersee,Oesterreich
Fischbachweg,5323,Ebenau,Oesterreich
Fischergasse,5081,Anif,Oesterreich
Fischerstrasse,5700,Zell/See,Oesterreich
Fischerweg,5082,Groedig,Oesterreich
Fischtaging,5201,Seekirchen/Wallersee,Oesterreich
Fitzweg,1220,Wien,Oesterreich
Flammweg,1110,Wien,Oesterreich
Flemminggasse,1190,Wien,Oesterreich
Floitensberg,5600,St.Johann/Pongau,Oesterreich
Florian-Hedorfer-Strasse,1110,Wien,Oesterreich
Florianigasse,5585,Unternberg,Oesterreich
Florianistrasse,5580,Tamsweg,Oesterreich
Floridsdorfer Markt,1210,Wien,Oesterreich
Flurstrasse,5302,Henndorf/Wallersee,Oesterreich
Foehrenweg,1210,Wien,Oesterreich
Foehrenweg,5760,Saalfelden/Steinernen Meer,Oesterreich
Foersterweg,5722,Niedernsill,Oesterreich
Fontanastrasse,1100,Wien,Oesterreich
Forellenweg,5083,Groedig,Oesterreich
Forellenweg,5350,Strobl,Oesterreich
Forsthausgasse,5582,St.Michael/Lungau,Oesterreich
Forstschulstrasse,1140,Wien,Oesterreich
Fraham,5164,Seeham,Oesterreich
Franz-Domes-Hof,1050,Wien,Oesterreich
Franz-Fellner-Gasse,1220,Wien,Oesterreich
Franz-Grill-Strasse,1030,Wien,Oesterreich
Franz-Hinterholzer-Kai,5020,Salzburg,Oesterreich
Franziskanergasse,5020,Salzburg,Oesterreich
Franz-Jonas-Platz,1210,Wien,Oesterreich
Franz-Linher-Strasse,5020,Salzburg,Oesterreich
Franz-Mohshammer-Platz,5500,Bischofshofen,Oesterreich
Franzosenschanze,5342,Abersee-St.Gilgen,Oesterreich
Franz-Peyerl-Strasse,5020,Salzburg,Oesterreich
Franz-Rosenberger-Hof,1130,Wien,Oesterreich
Franz-Salmhofer-Platz,1090,Wien,Oesterreich
Franz-Schubert-Strasse,5020,Salzburg,Oesterreich
Franz-Schuh-Gasse,1100,Wien,Oesterreich
Franz-Wels-Gasse,1220,Wien,Oesterreich
Frauenfelderstrasse,1170,Wien,Oesterreich
Freda-Meissner-Blau-Promenade,1010,Wien,Oesterreich
Fred-Zinnemann-Platz,1030,Wien,Oesterreich
Freihofgasse,1190,Wien,Oesterreich
Freundgasse,1040,Wien,Oesterreich
Freyung,1010,Wien,Oesterreich
Fridtjof-Nansen-Park,1230,Wien,Oesterreich
Friedenszeile,1130,Wien,Oesterreich
Friedhof Doebling,1190,Wien,Oesterreich
Friedhof Gersthof,1180,Wien,Oesterreich
Friedhof Inzersdorf,1230,Wien,Oesterreich
Friedhof Ottakring,1160,Wien,Oesterreich
Friedhof Simmering,1110,Wien,Oesterreich
Friedhofstrasse,5026,Salzburg,Oesterreich
Friedhofstrasse (Penzing),1140,Wien,Oesterreich
Friedhofweg,5082,Groedig,Oesterreich
Friedjunggasse,1110,Wien,Oesterreich
Friedmanngasse,1160,Wien,Oesterreich
Friedrich-Hillegeist-Strasse,1020,Wien,Oesterreich
Friedrichsplatz,1150,Wien,Oesterreich
Friedrich-von-Walchen-Strasse,5020,Salzburg,Oesterreich
Fritz-Moravec-Steig,1130,Wien,Oesterreich
Frohnburgweg,5020,Salzburg,Oesterreich
Froschheimstrasse,5700,Zell/See,Oesterreich
Fruehlingsweg,5201,Seekirchen/Wallersee,Oesterreich
Fuchshausstrasse,5721,Piesendorf,Oesterreich
Fuchsthallergasse,1090,Wien,Oesterreich
Fuerfanggasse,1190,Wien,Oesterreich
Fuetterergasse,1010,Wien,Oesterreich
Fundergasse,1220,Wien,Oesterreich
Furtmuehlstrasse,5101,Bergheim,Oesterreich
Fuschler Strasse,5303,Thalgau,Oesterreich
Gaberlweg,5722,Niedernsill,Oesterreich
Gablenzgasse,1150,Wien,Oesterreich
Gadnergasse,1110,Wien,Oesterreich
Gaensehaeufelgasse,1220,Wien,Oesterreich
Gailenbachweg,5020,Salzburg,Oesterreich
Gaisbachstrasse,5661,Rauris,Oesterreich
Gaisberg,5162,Obertrum/See,Oesterreich
Gaisbergstrasse,5163,Mattsee,Oesterreich
Gaismairallee,5550,Radstadt,Oesterreich
Gaizenberg,5102,Anthering,Oesterreich
Gamperstrasse Sued,5400,Hallein,Oesterreich
Ganshofstrasse,5020,Salzburg,Oesterreich
Gardegasse,1070,Wien,Oesterreich
Gartenauerstrasse,5083,Groedig,Oesterreich
Gartenschaugasse,1100,Wien,Oesterreich
Gartenstrasse,5071,Wals-Siezenheim,Oesterreich
Gartenstrasse,5710,Kaprun,Oesterreich
Gartenstrasse,5723,Uttendorf,Oesterreich
Gartenweg,5500,Bischofshofen,Oesterreich
Gasometer D,1110,Wien,Oesterreich
Gasteg,5761,Maria Alm/Steinernen Meer,Oesterreich
Gastein,5151,Nussdorf/Haunsberg,Oesterreich
Gasthofberg,5531,Eben/Pongau,Oesterreich
Gatterholzgasse,1120,Wien,Oesterreich
Gaussplatz,1020,Wien,Oesterreich
Gebirgsgasse,1230,Wien,Oesterreich
Geiernestgassl,5741,Neukirchen/Grossvenediger,Oesterreich
